airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-05-27,Delhi,Cochin,19:10:00,12:35:00,1045,2.0,No Info,15129
Goair,2019-03-24,Banglore,New Delhi,11:40:00,14:35:00,175,0.0,No Info,4340
Air India,2019-06-18,Banglore,Delhi,17:00:00,19:50:00,170,0.0,No Info,6961
Jet Airways,2019-06-27,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,7229
Air India,2019-06-06,Delhi,Cochin,18:45:00,19:15:00,1470,2.0,No Info,13465
Goair,2019-04-01,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No Info,5281
Jet Airways,2019-03-27,Delhi,Cochin,15:05:00,04:25:00,800,1.0,In-flight meal not included,6017
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,16:20:00,1430,1.0,In-flight meal not included,10844
Air Asia,2019-03-03,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No Info,13474
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,No Info,12692
Jet Airways,2019-06-15,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,In-flight meal not included,10262
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,19:10:00,1365,1.0,No Info,14151
Indigo,2019-04-09,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3943
Air India,2019-03-21,Delhi,Cochin,19:00:00,19:15:00,1455,1.0,No Info,6587
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,14714
Air Asia,2019-05-24,Kolkata,Banglore,07:35:00,19:25:00,710,1.0,No Info,5192
Indigo,2019-03-18,Kolkata,Banglore,10:10:00,12:55:00,165,0.0,No Info,4462
Multiple Carriers,2019-05-15,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No Info,7670
Indigo,2019-06-18,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4804
Jet Airways,2019-06-03,Delhi,Cochin,02:15:00,12:35:00,620,1.0,No Info,14714
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,In-flight meal not included,10844
Jet Airways,2019-03-18,Banglore,New Delhi,07:00:00,12:25:00,325,1.0,No Info,12284
Multiple Carriers,2019-05-27,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No Info,10786
Jet Airways,2019-05-18,Delhi,Cochin,07:05:00,19:00:00,715,1.0,No Info,15554
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,In-flight meal not included,8586
Indigo,2019-05-18,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3943
Indigo,2019-04-18,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,4591
Multiple Carriers,2019-03-09,Delhi,Cochin,08:40:00,21:00:00,740,1.0,No Info,18228
Jet Airways,2019-05-27,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,12898
Indigo,2019-03-03,Delhi,Cochin,20:30:00,01:35:00,305,1.0,No Info,8258
Jet Airways,2019-04-21,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,4544
Air India,2019-03-03,Delhi,Cochin,12:30:00,09:25:00,1255,1.0,No Info,16142
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,In-flight meal not included,9663
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,22:05:00,1540,1.0,No Info,11467
Spicejet,2019-04-27,Delhi,Cochin,06:05:00,11:20:00,315,1.0,No Info,5899
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,20:45:00,740,1.0,No Info,14781
Jet Airways,2019-03-06,Delhi,Cochin,17:30:00,19:45:00,1575,1.0,No Info,17024
Jet Airways,2019-06-01,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,In-flight meal not included,4050
Jet Airways,2019-03-01,Banglore,New Delhi,16:55:00,10:25:00,1050,1.0,1 Long layover,25735
Indigo,2019-03-15,Banglore,New Delhi,16:55:00,19:45:00,170,0.0,No Info,8033
Multiple Carriers,2019-03-06,Delhi,Cochin,07:05:00,22:20:00,915,1.0,No Info,6916
Air India,2019-05-18,Kolkata,Banglore,12:00:00,13:15:00,1515,1.0,No Info,7662
Jet Airways,2019-06-24,Delhi,Cochin,21:50:00,12:35:00,885,1.0,In-flight meal not included,10262
Spicejet,2019-06-21,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,3873
Jet Airways,2019-05-18,Delhi,Cochin,19:30:00,04:25:00,535,2.0,In-flight meal not included,13029
Multiple Carriers,2019-06-27,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,13377
Air India,2019-05-18,Delhi,Cochin,20:30:00,23:00:00,1590,1.0,No Info,8907
Jet Airways,2019-06-01,Delhi,Cochin,09:35:00,04:25:00,1130,2.0,No Info,13292
Air India,2019-06-15,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No Info,12646
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,19:00:00,360,1.0,No Info,14714
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,08:15:00,1090,1.0,No Info,14388
Air India,2019-05-01,Delhi,Cochin,17:15:00,09:25:00,970,2.0,No Info,8839
Indigo,2019-04-27,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Goair,2019-04-06,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No Info,5135
Indigo,2019-05-15,Kolkata,Banglore,08:10:00,13:00:00,290,1.0,No Info,5069
Goair,2019-03-03,Delhi,Cochin,05:45:00,13:20:00,455,1.0,No Info,5628
Spicejet,2019-06-03,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,3873
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,In-flight meal not included,7064
Jet Airways,2019-05-27,Delhi,Cochin,11:30:00,12:35:00,1505,1.0,In-flight meal not included,12898
Air India,2019-04-03,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4460
Air India,2019-03-27,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,6377
Jet Airways,2019-06-12,Delhi,Cochin,14:35:00,04:25:00,830,2.0,No Info,13376
Spicejet,2019-03-21,Mumbai,Hyderabad,05:45:00,07:05:00,80,0.0,No Info,3173
Indigo,2019-03-06,Delhi,Cochin,02:05:00,07:25:00,320,1.0,No Info,10851
Indigo,2019-03-21,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3384
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,No Info,13014
Jet Airways,2019-06-03,Delhi,Cochin,18:15:00,04:25:00,610,1.0,In-flight meal not included,10262
Jet Airways,2019-03-15,Banglore,New Delhi,07:00:00,12:25:00,325,1.0,In-flight meal not included,9134
Jet Airways,2019-06-03,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,5769
Multiple Carriers,2019-03-21,Delhi,Cochin,08:55:00,21:00:00,725,1.0,No Info,9845
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,09:45:00,1005,1.0,No Info,11467
Multiple Carriers,2019-03-27,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,12537
Spicejet,2019-03-24,Kolkata,Banglore,11:15:00,18:15:00,420,1.0,No Info,12287
Air India,2019-03-01,Banglore,New Delhi,17:00:00,23:10:00,370,1.0,No Info,11628
Multiple Carriers,2019-06-15,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No Info,10877
Multiple Carriers,2019-03-21,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,9845
Indigo,2019-04-03,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Goair,2019-04-18,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No Info,4937
Vistara,2019-03-06,Mumbai,Hyderabad,21:55:00,09:25:00,690,1.0,No Info,12395
Multiple Carriers,2019-05-21,Delhi,Cochin,09:15:00,19:00:00,585,1.0,No Info,9627
Spicejet,2019-06-06,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No check-in baggage included,3841
Multiple Carriers,2019-03-21,Delhi,Cochin,11:30:00,21:00:00,570,1.0,No Info,13062
Indigo,2019-04-15,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Air Asia,2019-05-18,Delhi,Cochin,07:55:00,13:25:00,330,1.0,No Info,8759
Indigo,2019-03-15,Kolkata,Banglore,14:20:00,16:55:00,155,0.0,No Info,4778
Jet Airways,2019-06-15,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,7229
Spicejet,2019-05-01,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,2385
Air India,2019-05-09,Delhi,Cochin,14:25:00,19:15:00,1730,2.0,No Info,13591
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,14:25:00,1080,1.0,No Info,11467
Jet Airways,2019-04-12,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,7229
Air India,2019-05-15,Kolkata,Banglore,09:25:00,05:25:00,1200,2.0,No Info,14687
Spicejet,2019-06-24,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,4760
Indigo,2019-05-15,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Indigo,2019-03-21,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,6426
Indigo,2019-04-27,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,4804
Multiple Carriers,2019-03-06,Delhi,Cochin,07:10:00,16:10:00,540,1.0,In-flight meal not included,7563
Air India,2019-06-24,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,4667
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,In-flight meal not included,8849
Spicejet,2019-06-09,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No Info,3597
Indigo,2019-03-15,Banglore,New Delhi,08:30:00,11:30:00,180,0.0,No Info,6860
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,No Info,14388
Multiple Carriers,2019-06-15,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,13587
Goair,2019-03-09,Banglore,New Delhi,20:55:00,23:50:00,175,0.0,No Info,5706
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No Info,13377
Air India,2019-06-01,Delhi,Cochin,13:30:00,23:00:00,570,1.0,No Info,8907
Indigo,2019-05-06,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Spicejet,2019-06-03,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,3311
Multiple Carriers,2019-06-09,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,7408
Jet Airways,2019-05-09,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,5678
Jet Airways,2019-06-12,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,In-flight meal not included,10539
Jet Airways,2019-06-01,Delhi,Cochin,10:00:00,12:35:00,1595,1.0,In-flight meal not included,10262
Jet Airways,2019-05-18,Delhi,Cochin,23:05:00,04:25:00,1760,2.0,No Info,15129
Air India,2019-06-24,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,8879
Jet Airways,2019-06-01,Delhi,Cochin,15:00:00,04:25:00,805,1.0,In-flight meal not included,10262
Spicejet,2019-04-24,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,4957
Multiple Carriers,2019-06-03,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,13714
Multiple Carriers,2019-06-06,Delhi,Cochin,09:15:00,19:00:00,585,1.0,No Info,11622
Spicejet,2019-03-18,Mumbai,Hyderabad,13:10:00,14:30:00,80,0.0,No Info,2437
Indigo,2019-03-01,Banglore,New Delhi,18:55:00,21:45:00,170,0.0,No Info,14306
Air Asia,2019-05-21,Kolkata,Banglore,15:10:00,23:30:00,500,2.0,No Info,5192
Jet Airways,2019-05-21,Delhi,Cochin,13:25:00,12:35:00,1390,2.0,No Info,15129
Jet Airways,2019-06-12,Delhi,Cochin,09:35:00,12:35:00,1620,2.0,No Info,13292
Multiple Carriers,2019-03-21,Delhi,Cochin,08:55:00,19:15:00,620,1.0,No Info,10161
Multiple Carriers,2019-06-15,Delhi,Cochin,07:00:00,19:00:00,720,1.0,No Info,12192
Jet Airways,2019-06-12,Delhi,Cochin,14:35:00,04:25:00,830,2.0,In-flight meal not included,10919
Goair,2019-04-06,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,4201
Indigo,2019-05-24,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Multiple Carriers,2019-03-21,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No Info,6717
Jet Airways,2019-03-21,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,7438
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,In-flight meal not included,12898
Indigo,2019-04-03,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4174
Goair,2019-03-06,Delhi,Cochin,06:00:00,13:20:00,440,1.0,No Info,6393
Jet Airways,2019-03-21,Banglore,New Delhi,09:45:00,15:55:00,370,1.0,In-flight meal not included,7280
Jet Airways,2019-06-09,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,In-flight meal not included,10577
Air India,2019-05-09,Kolkata,Banglore,10:00:00,05:25:00,1165,2.0,No Info,14424
Air India,2019-03-03,Delhi,Cochin,04:00:00,07:40:00,1660,1.0,No Info,14462
Indigo,2019-03-09,Banglore,New Delhi,01:30:00,04:15:00,165,0.0,No Info,6860
Multiple Carriers,2019-06-24,Delhi,Cochin,08:30:00,19:15:00,645,1.0,No Info,7354
Air India,2019-05-21,Delhi,Cochin,05:55:00,19:15:00,2240,2.0,No Info,10493
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No Info,9555
Vistara,2019-05-21,Kolkata,Banglore,17:00:00,20:20:00,1640,1.0,No Info,9345
Indigo,2019-05-27,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,4049
Multiple Carriers,2019-06-27,Delhi,Cochin,10:20:00,01:30:00,910,1.0,No Info,6270
Indigo,2019-03-27,Delhi,Cochin,10:45:00,01:35:00,890,1.0,No Info,6628
Air India,2019-06-27,Delhi,Cochin,09:45:00,23:00:00,795,1.0,No Info,8907
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,23:35:00,395,1.0,In-flight meal not included,13994
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,In-flight meal not included,9663
Air India,2019-03-09,Delhi,Cochin,21:30:00,19:15:00,1305,2.0,No Info,11762
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,In-flight meal not included,8586
Indigo,2019-05-09,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4804
Indigo,2019-03-27,Delhi,Cochin,09:10:00,21:00:00,710,1.0,No Info,10351
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,12898
Jet Airways,2019-03-24,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,2470
Goair,2019-03-27,Delhi,Cochin,14:10:00,19:20:00,310,1.0,No Info,10188
Air India,2019-03-27,Delhi,Cochin,07:05:00,09:25:00,1580,2.0,No Info,6565
Multiple Carriers,2019-06-03,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,7408
Multiple Carriers,2019-05-27,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,12507
Jet Airways,2019-03-06,Banglore,New Delhi,22:50:00,05:05:00,375,1.0,No Info,19225
Air India,2019-03-24,Kolkata,Banglore,12:00:00,13:40:00,1540,1.0,No Info,7742
Multiple Carriers,2019-03-21,Delhi,Cochin,10:45:00,19:15:00,510,1.0,No Info,7154
Jet Airways,2019-06-03,Delhi,Cochin,19:30:00,04:25:00,535,2.0,In-flight meal not included,10368
Air India,2019-06-27,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,7480
Air India,2019-06-03,Delhi,Cochin,10:55:00,19:15:00,500,2.0,No Info,12173
Indigo,2019-05-03,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,No Info,2754
Air India,2019-03-09,Delhi,Cochin,20:30:00,08:15:00,705,1.0,No Info,8991
Vistara,2019-03-18,Banglore,New Delhi,16:00:00,18:35:00,155,0.0,No Info,11913
Jet Airways,2019-04-01,Delhi,Cochin,17:30:00,12:35:00,1145,1.0,In-flight meal not included,5406
Air India,2019-03-03,Delhi,Cochin,20:00:00,19:15:00,1395,2.0,No Info,17266
Indigo,2019-05-18,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4804
Jet Airways,2019-06-03,Delhi,Cochin,10:00:00,04:25:00,1105,1.0,In-flight meal not included,11627
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,No Info,14571
Jet Airways,2019-05-27,Delhi,Cochin,11:30:00,19:00:00,450,1.0,No Info,16079
Jet Airways,2019-03-01,Banglore,New Delhi,05:45:00,21:20:00,935,1.0,No Info,27992
Indigo,2019-04-15,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Air India,2019-06-24,Delhi,Cochin,05:15:00,19:15:00,2280,3.0,No Info,10493
Multiple Carriers,2019-03-21,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No Info,7618
Air India,2019-03-21,Delhi,Cochin,09:45:00,23:00:00,795,1.0,No Info,5704
Multiple Carriers,2019-05-27,Delhi,Cochin,11:40:00,01:30:00,830,1.0,No Info,6795
Indigo,2019-06-03,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,6093
Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,No Info,11467
Indigo,2019-05-06,Kolkata,Banglore,07:10:00,12:40:00,330,1.0,No Info,4864
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,In-flight meal not included,8586
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,22:05:00,750,1.0,In-flight meal not included,10703
Jet Airways,2019-06-09,Delhi,Cochin,19:45:00,04:25:00,520,1.0,In-flight meal not included,10577
Air India,2019-03-18,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,5674
Jet Airways,2019-03-24,Banglore,New Delhi,08:20:00,11:15:00,175,0.0,No Info,7229
Indigo,2019-06-09,Delhi,Cochin,17:10:00,01:30:00,500,1.0,No Info,6206
Jet Airways,2019-06-15,Delhi,Cochin,07:05:00,12:35:00,330,1.0,In-flight meal not included,10262
Air India,2019-06-27,Delhi,Cochin,05:55:00,19:15:00,800,2.0,No Info,11386
Jet Airways,2019-05-09,Delhi,Cochin,10:00:00,12:35:00,1595,1.0,In-flight meal not included,12373
Jet Airways,2019-06-01,Delhi,Cochin,21:50:00,12:35:00,885,1.0,No Info,14714
Indigo,2019-06-15,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,3597
Air India,2019-04-21,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,6121
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,In-flight meal not included,10844
Indigo,2019-04-01,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No Info,3175
Spicejet,2019-04-18,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No Info,3873
Air India,2019-05-06,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,5510
Indigo,2019-03-03,Delhi,Cochin,07:30:00,13:20:00,350,1.0,No Info,13628
Spicejet,2019-03-09,Mumbai,Hyderabad,22:45:00,00:10:00,85,0.0,No Info,3603
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,23:35:00,910,1.0,No Info,13941
Vistara,2019-05-03,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,11982
Multiple Carriers,2019-05-27,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No Info,7618
Indigo,2019-06-09,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,5601
Jet Airways,2019-05-18,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,4544
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,No Info,13731
Indigo,2019-05-27,Delhi,Cochin,21:05:00,00:20:00,195,0.0,No Info,5601
Jet Airways,2019-06-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4050
Air India,2019-03-27,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No Info,6902
Multiple Carriers,2019-04-27,Delhi,Cochin,07:10:00,16:10:00,540,1.0,In-flight meal not included,6093
Indigo,2019-05-03,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Jet Airways,2019-05-15,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,4030
Indigo,2019-06-24,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Indigo,2019-03-03,Kolkata,Banglore,10:10:00,12:55:00,165,0.0,No Info,6565
Spicejet,2019-05-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3597
